run_id,task_id,task_key,name,project,cwd,created_at,finished_at,duration_s,complexity,est_minutes,profile,model,read_only,prompt_chars,quality,worth_it,api_calls,output_tokens,input_tokens,cached_input_tokens,peak_context,thinking_chars,text_chars,tool_calls,blocked_category,n_blocked,verified,verified_iterations,batch_id,task_status
a52b8bd4,3249a5a917fd4639943c38603c484604,sim-real-p00-gap-audit-small,p00-gap-audit,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789117419.5681987,1789119268.2759135,883.62,small,12,fast,local-fast,False,572,91,91,38,11375,3038928,2938432,100560,0,1906,37,,0,0,,,active
73adf913,1e6d2fa037d0465184e66b128a1405ae,sim-real-thermal-next-small,thermal-next,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789117422.9886897,1789118046.2498636,548.4,small,12,fast,local-fast,False,597,94,93,22,5852,902893,849856,59100,0,1846,21,,0,0,,,active
6ac4dd88,f2376fa623a44fc2b13b0e159c1d4225,sim-real-launch-diagnostic-small,launch-diagnostic,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789117426.4018166,,,small,12,fast,local-fast,False,590,,,,,,,,,,,,0,0,,,active
7e92b30f,c2bd6be6e18f44e79bfa23d02d8f6622,sim-real-api-audit-small,api-audit,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789117429.8081322,,,small,12,fast,local-fast,False,575,,,,,,,,,,,,0,0,,,active
00d0ead7,4cc14d638a88449194c7dbc8c9d96284,sim-real-regression-small,offline-regression,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789117433.2048008,1789117820.7931783,298.03,small,12,fast,local-fast,False,545,92,90,12,2308,254943,239904,24827,0,967,11,,0,0,,,active
149d84e6,4e86f5701f10460c902a28a366ab98d8,sim-real-thermal-physical-model-small,thermal-model,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789117806.7687924,1789119268.796944,792.69,small,12,fast,local-fast,False,1097,86,93,41,18602,2499550,2402176,82713,0,2478,43,,0,0,,,active
604a8aac,3485177880534e048fb7f292756b0759,sim-real-live-ros-contract-small,live-ros-contract,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789118001.9558687,1789119269.2268984,426.48,small,10,fast,local-fast,False,909,94,96,35,6300,900590,867104,33530,0,1897,34,,0,0,,,active
9e3a7219,82c1649434fa44718077e8733e4fe9c6,sim-real-live-stability-small,live-stability,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789118005.760861,,,small,10,fast,local-fast,False,880,,,,,,,,,,,,0,0,,,active
beb942b6,1a607b058c8444fe89d8b66ecfbae435,sim-real-live-causal-timing-small,live-causal-timing,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789118028.9085484,1789119269.6618507,694.66,small,10,fast,local-fast,False,1068,95,97,64,16194,2256422,2182656,55048,0,1532,63,,0,0,,,active
36145070,6aa9e86ffeca4e559796b17dbe8b36f8,sim-real-identification-fit-medium-retry,sim-real-fit-retry,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789118183.1458871,1789119270.1265206,821.75,medium,15,think,default_model,False,1223,88,91,17,31866,623217,567616,43866,77792,2623,18,,0,0,,,active
047dcd31,03b9b372141d4656ae066e6a9d6a91e8,sim-real-ci-style-fix-small,ci-style-fix,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789119205.2960224,,,small,10,fast,local-fast,False,724,,,,,,,,,,,,0,0,,,active
3fac3b01,08d9281a70004714abe4094754031d0e,sim-real-thermal-style-fix-small,thermal-style-fix,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789119209.2540076,,,small,10,fast,local-fast,False,768,,,,,,,,,,,,0,0,,,active
8d2a6a68,b6a4e547fc4146fcb6f43bb8198d35bb,sim-real-ci-gates-integration-small,ci-gates-integration,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789119213.112133,,,small,10,fast,local-fast,False,657,,,,,,,,,,,,0,0,,,active
58e9d162,a7b48d1c72d94deb815873885a04f5c4,sim-real-thermal-fit-integration-small,thermal-fit-integration,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789119217.1805665,,,small,10,fast,local-fast,False,687,,,,,,,,,,,,0,0,,,active
364fcddb,92c46d39e6a3450ba95fb9042b63a298,sim-real-live-joint-publisher-provenance-small,live-joint-publishers,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789119221.1970088,,,small,10,fast,local-fast,False,684,,,,,,,,,,,,0,0,,,active
ba4ce649,511b4868fbdf4821bf808b4cab677232,sim-real-live-actuator-timestamp-small,live-actuator-stamps,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789119225.147703,,,small,10,fast,local-fast,False,747,,,,,,,,,,,,0,0,,,active
eb0cfc49,a810680a795d44e5813e493d0a1414c5,sim-real-api-audit-narrow-retry,api-audit-retry,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789120144.3295574,,,small,10,fast,local-fast,False,707,,,,,,,,,,,,0,0,,,active
1eb8d871,e612834d95c24b19919ab16381c892db,sim-real-ci-gates-integration-retry,ci-gates-retry,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789120148.3035033,1789121074.3397987,117.33,small,10,fast,local-fast,False,682,82,88,10,1817,347738,318304,40311,0,1888,11,,0,0,,,active
b5071798,38bba66e3d184a64bee9cb24e1fe8891,sim-real-new-modules-public-api-test,new-api-test,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789120152.3003473,1789121074.7819726,236.25,small,10,fast,local-fast,False,687,78,82,19,6250,828371,785568,52407,0,1009,21,,0,0,,,active
bbb59512,315d8aa051d24446be1e8fe56f6fc11f,sim-real-live-placeholder-window,live-placeholder-window,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789120156.366915,1789121075.2393427,254.87,small,10,fast,local-fast,False,702,88,92,14,5967,331247,315168,29239,0,1521,16,,0,0,,,active
bb296b90,30637738743b4fd7aef67f4eefb20427,sim-real-progress-snapshot,progress-snapshot,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789120160.3539412,,,small,10,fast,local-fast,False,722,,,,,,,,,,,,0,0,,,active
d8fee75d,e8444b85461e4ed3b5d51db1480bc60f,sim-real-live-stability-exact,live-stability-exact,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789120346.6605263,1789121075.7300305,205.27,small,8,fast,local-fast,False,1017,90,92,16,3422,421809,377888,31203,0,1425,15,,0,0,,,active
48ccb8a7,0953fe1774524b50b02f741894902527,sim-real-joint-publishers-exact,joint-publishers-exact,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789120350.7234867,1789121076.1903276,188.88,small,8,fast,local-fast,False,929,87,90,11,2482,211949,200704,22206,0,1401,11,,0,0,,,active
d2ebce78,9ea31781d7db4d22aa2901df3fa5b7ab,sim-real-actuator-stamps-exact,actuator-stamps-exact,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789120354.7186086,1789121076.6390274,180.43,small,8,fast,local-fast,False,982,72,80,19,3727,711417,671104,44692,0,1889,19,,0,0,,,active
41c7a7b8,ea3e02e792b647958a51a854ba3f70df,sim-real-api-matrix-exact,api-matrix-exact,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789120358.734547,1789121077.0991406,114.48,small,8,fast,local-fast,False,908,86,90,5,1670,152010,127008,38852,0,1411,12,,0,0,,,active
0a8f7d74,c22655a209114c6a9c2af7156280010f,sim-real-p00-p16-matrix-exact,p00-p16-matrix-exact,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789120362.7077916,1789121077.5624435,354.73,small,8,fast,local-fast,False,963,83,88,13,3948,382201,351232,40344,0,1601,12,,0,0,,,active
cf68a5fc,58cff468b6af456bb6165a1524f7a04e,sim-real-identification-public-api,identification-api-export,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789121081.4249663,,,small,12,fast,local-fast,False,1340,,,,,,,,,,,,0,0,,,active
69e3fa77,3602ce9392e948d38e0ab181185bd91b,sim-real-validation-public-api,validation-api-export,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789121221.6005177,,,small,12,fast,local-fast,False,1074,,,,,,,,,,,,0,0,,,active
5742f6bb,86bde409c0b743169fdeb4f7ff5bcdc2,sim-real-thermal-public-record,thermal-api-record,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789121225.502733,,,small,12,fast,local-fast,False,923,,,,,,,,,,,,0,0,,,active
671a0e23,cae65b7772774889b6063bcafe6ba8d9,sim-real-ci-docstring-language,ci-docstring-cleanup,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789121229.4881124,,,small,12,fast,local-fast,False,716,,,,,,,,,,,,0,0,,,active
b4e3ca4b,ec9ee2574d244d5b96b30b85e29f9e97,sim-real-new-modules-correctness-review,new-modules-review,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789121233.5216336,,,small,12,fast,local-fast,False,970,,,,,,,,,,,,0,0,,,active
caddc36d,04041ec0194d41d38804d9b71da1a7b2,sim-real-offline-regression-latest,offline-regression-latest,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789121237.518341,,,small,12,fast,local-fast,False,831,,,,,,,,,,,,0,0,,,active
df76663d,e0e17de47bfd415bbb3b80a424524362,sim-real-actuator-timestamp-design,actuator-timestamp-design,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789121241.5176334,,,small,12,fast,local-fast,False,1144,,,,,,,,,,,,0,0,,,active
0f1ff27a,a8d34acb03a3481298922dc28b69f057,sim-real-plan-status-reconcile,plan-status-reconcile,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789121245.6079555,,,small,12,fast,local-fast,False,1040,,,,,,,,,,,,0,0,,,active
384dc638,d41d82da355b4980ae2baffd00cc31c6,sim-real-identification-export-race-fix,identification-export-race-fix,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789122447.4119442,,,small,12,fast,local-fast,False,888,,,,,,,,,,,,0,0,,,active
c3172f5b,387d95d4eebb48ddbe876106673cddac,sim-real-fast-bridge-actuator-stamp,fast-bridge-actuator-stamp,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789122451.3933642,,,small,12,fast,local-fast,False,1423,,,,,,,,,,,,0,0,,,active
524442f1,495bdcfc05454c2e810e518383abd1ce,sim-real-package-import-smoke,package-import-smoke,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789122455.2877438,,,small,12,fast,local-fast,False,961,,,,,,,,,,,,0,0,,,active
e176e637,5440d3485bc04784b4811c14bf33072e,sim-real-temperature-validity-pipeline-test,temperature-validity-pipeline,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789122459.212697,,,small,12,fast,local-fast,False,934,,,,,,,,,,,,0,0,,,active
7ff21327,dabef27c9cfa47a9bbfdb88bd4686bc0,sim-real-ci-consumer-contract-review,ci-consumer-contract-review,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789122463.2301004,,,small,12,fast,local-fast,False,1053,,,,,,,,,,,,0,0,,,active
424e3a6c,8d825ba17de7491796e6fff15333d638,sim-real-fit-adversarial-tests,fit-adversarial-tests,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789122467.143288,,,small,12,fast,local-fast,False,915,,,,,,,,,,,,0,0,,,active
ccc15ed9,f17ec9ee499d46d786da5bab5b1aaf87,sim-real-plan-progress-review,plan-progress-review,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789122471.3060699,,,small,12,fast,local-fast,False,955,,,,,,,,,,,,0,0,,,active
7ec68320,a359650f4bf341d282c301b7da7c72de,sim-real-bootstrap-gate-helper,bootstrap-gate-helper,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789124871.66305,,,small,12,fast,local-fast,False,1324,,,,,,,,,,,,0,0,,,active
d2263a64,8cbaf8403fcf4ea5b9146e9347118de0,sim-real-thermal-frozen-record-fix,thermal-frozen-record-fix,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789124875.5478415,,,small,12,fast,local-fast,False,1126,,,,,,,,,,,,0,0,,,active
330c93a0,6d37cee4368f4e74b899c3e65e377d31,sim-real-temperature-test-exception-specificity,temperature-exception-specificity,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789124879.5352604,,,small,12,fast,local-fast,False,850,,,,,,,,,,,,0,0,,,active
85326788,e10f2db5b5784b0585f9f5383739b947,sim-real-temperature-channel-kind,temperature-channel-kind,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789124883.5003152,,,small,12,fast,local-fast,False,1135,,,,,,,,,,,,0,0,,,active
3044b2c4,32e809651728439f9684c5de182759a3,sim-real-p00-wording-tighten,p00-wording-tighten,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789124887.473514,,,small,12,fast,local-fast,False,859,,,,,,,,,,,,0,0,,,active
367dbf81,8baaf9118a444ee98ec401a3bd81d5c5,sim-real-validation-surface-audit,validation-surface-audit,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789124891.6299374,,,small,12,fast,local-fast,False,955,,,,,,,,,,,,0,0,,,active
91a09c73,100e11d9c18a4b959f21da4003a71a58,sim-real-fast-bridge-compile-check,fast-bridge-compile-check,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789124895.8590322,,,small,12,fast,local-fast,False,1049,,,,,,,,,,,,0,0,,,active
156c980d,9a54e35eabc442329eb2db37cd730f22,sim-real-changelog-requirement-audit,changelog-requirement-audit,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789124899.816313,,,small,12,fast,local-fast,False,1063,,,,,,,,,,,,0,0,,,active
d6fecd5c,e1b22a2030fd48a9be429c194eb09e8e,sim-real-validation-full-reexports,validation-full-reexports,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789125312.48436,,,small,12,fast,local-fast,False,1127,,,,,,,,,,,,0,0,,,active
e8475387,263db3832c6d44ab91efb2852282adb3,sim-real-temperature-pipeline-kind-fix,temperature-pipeline-kind-fix,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789125316.5937033,,,small,12,fast,local-fast,False,889,,,,,,,,,,,,0,0,,,active
aa56a9ef,99ebea75abb74667b9f3f820d64f2ba7,sim-real-ros2-release-entry,ros2-release-entry,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789125320.5677805,,,small,12,fast,local-fast,False,1126,,,,,,,,,,,,0,0,,,active
58062785,fdd5600218434614915ae1ca6f60db2e,sim-real-evidence-physics-refresh,evidence-physics-refresh,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789125324.6066258,,,small,12,fast,local-fast,False,1097,,,,,,,,,,,,0,0,,,active
5fafb017,dcff5eac66854adb9d3b68ba6d651bdd,sim-real-upstream-evidence-refresh,upstream-evidence-refresh,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789125328.5914953,,,small,12,fast,local-fast,False,842,,,,,,,,,,,,0,0,,,active
80212c1b,b44c64904df54211a9101d37dc50835f,sim-real-ros2-focused-regression,ros2-focused-regression,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789125333.0834284,,,small,12,fast,local-fast,False,913,,,,,,,,,,,,0,0,,,active
fdcad864,e4b7d4b964284116914be29fb7cf9e31,sim-real-offline-test-integrity-review,offline-test-integrity-review,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789125337.1749604,,,small,12,fast,local-fast,False,1032,,,,,,,,,,,,0,0,,,active
c611016d,d2a9911e230643b4afe3d1d30e5080e9,sim-real-controller-bridge-adversarial,controller-bridge-adversarial,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789125447.5448778,,,small,14,fast,local-fast,False,1027,,,,,,,,,,,,0,0,,,active
15265805,735fca36bad24e16bf7b33b3856e4bd9,sim-real-parity-probes-adversarial,parity-probes-adversarial,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789125451.6306362,,,small,14,fast,local-fast,False,1007,,,,,,,,,,,,0,0,,,active
2a35ab5f,22340607ef73448fbb1ae68ad8455415,sensor-metrology-adversarial-v2,sensor-metrology-adversarial-v2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789125848.7447867,,,small,14,fast,local-fast,False,851,,,,,,,,,,,,0,0,,,active
0886a707,9f9f193fa8414c74a5d554bf2698f7a5,safety-lifecycle-integration-v2,safety-lifecycle-integration-v2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789125852.9200325,,,small,14,fast,local-fast,False,854,,,,,,,,,,,,0,0,,,active
2958cedf,55f86e3c677d40c7923a6daca48f0438,manifest-provenance-adversarial-v2,manifest-provenance-adversarial-v2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789125857.0709138,,,small,14,fast,local-fast,False,883,,,,,,,,,,,,0,0,,,active
a26c23d1,34e10dbda7334b7c84e459deaa585214,transmission-duality-adversarial-v2,transmission-duality-adversarial-v2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789125861.2567782,,,small,14,fast,local-fast,False,876,,,,,,,,,,,,0,0,,,active
ad2006df,a49a56ac175848f38fe6eb4689c8036c,recorder-seam-adversarial-v2,recorder-seam-adversarial-v2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789125865.4235058,,,small,14,fast,local-fast,False,885,,,,,,,,,,,,0,0,,,active
5b2adc6f,de1a7fbf59b34872b3e1c860b441bcea,contracts-public-api-v2,contracts-public-api-v2,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789125869.6554148,,,small,14,fast,local-fast,False,873,,,,,,,,,,,,0,0,,,active
ed2cfe51,0cf21d09b1ba478b84a0898d233184b3,temperature-kind-test-specificity,temperature-kind-test-specificity,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789125873.716882,,,small,14,fast,local-fast,False,944,,,,,,,,,,,,0,0,,,active
04eaf3ee,7becf0ef37e14874ba1329e180137ebd,fast-bridge-timestamp-test-robustness,fast-bridge-timestamp-test-robustness,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789125877.8953946,,,small,14,fast,local-fast,False,931,,,,,,,,,,,,0,0,,,active
9d148557,ebddd0a1f5654d89bc043e6cda2ec420,sim-real-root-api-audit-r3,sim-real-root-api-audit-r3,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789126530.7384202,,,small,14,fast,local-fast,False,698,,,,,,,,,,,,0,0,,,active
8f428af9,53641a0f137b4073ada853e9ab17a2db,p03-sim-verification-gap-r3,p03-sim-verification-gap-r3,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789126535.1338122,,,small,14,fast,local-fast,False,821,,,,,,,,,,,,0,0,,,active
7435d574,de8b094d00f147ce9028faad8ff0b3fa,p05-sim-gate-recipe-r3,p05-sim-gate-recipe-r3,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789126539.3502657,,,small,14,fast,local-fast,False,780,,,,,,,,,,,,0,0,,,active
a268a9a0,abfefca315b3423d8e88c56c462decfc,p06-dual-backend-recipe-r3,p06-dual-backend-recipe-r3,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789126543.4411092,,,small,14,fast,local-fast,False,788,,,,,,,,,,,,0,0,,,active
c0bc7aca,585dd81ad1624adda67895242caf6b6f,parity-nonfinite-failclosed,parity-nonfinite-failclosed,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,/home/svyatoslav/Projects/virtual-hal-stable/virtual-hal,1789126547.5587306,,,small,14,fast,local-fast,False,1013,,,,,,,,,,,,0,0,,,active
